PC1,PC2,PC3,PC4,PC5,PC6
1.7285410958354623,0.8334451340203602,-0.3843628934326769,-0.4298971609062469,-0.1180701392093225,0.48650282117846744
0.3128349726296769,-2.5315374618764745,0.6152735907737746,-0.9124514408635708,-0.8450629517362063,0.004856530887871748
-1.1973175003770373,0.8838040689206863,-1.1779090336539695,1.1729509815880046,-1.0728845765391686,-1.898818802078882
0.9047524214811887,-0.002158236288503805,-0.23640253764527494,-1.3548370044829592,-0.44149795945109244,-0.7803129150257863
1.4986108056959324,0.5267798819555756,-0.7876911334586332,-0.08865635640034955,-0.2750363298082361,0.3672692107946405
-0.11124082071895561,0.6790448553633127,-1.2055851566346074,-0.3923956674328158,0.7538850821687376,0.9665964370642132
-4.955171790846424,1.9427521930636966,1.6268826245994874,0.21328728757502813,-1.4913199965967738,-1.1530547330807357
0.2501182833717238,0.9081391939240968,-1.0637227587920368,0.39693351589099435,0.10535615360652456,0.45919741459864
0.5022913470793003,0.43396995998688903,-0.7909430163299894,-0.35479951811207916,-0.5670602717710538,-0.3510880467474094
0.5975437254817599,0.5124614423331632,0.27949656349025453,-1.6878684359789415,-0.957530920205438,-1.3409067400247376
-0.030624702833398066,0.9941042973595346,-1.2059981229275838,0.13350486351105612,0.6709563461918485,0.9523715681337507
0.8879182535863612,0.8537821339085778,-0.3671969845661709,-0.276346941286019,-0.2913546509685755,-0.042500275049136116
-1.0465424070173535,1.4257488875370838,-0.49315986060729816,0.527039154803409,0.06177325308411563,0.40170676301005154
-1.3121405460155287,1.0320842309008893,-0.47833631409271987,-0.2435473135431338,-0.02892521494794051,0.23965330929264042
1.279915291660431,-0.38776919214211314,-1.047237476112474,-0.4451166696716591,-0.20916536318292525,0.11190299236159258
-1.329009336912498,-1.7301635273253146,-1.2614582332915174,-0.9221568796627205,0.30154887478634457,-0.1167431452204882
1.7224382574602628,-1.2624125415988503,0.8554973194276027,0.43768811145796344,1.8219134787882094,-1.0894214470210257
1.2122499280164094,1.364979173769182,0.6766925864468665,-1.1831518324797219,-0.04509242668640953,0.3373501651041404
-0.5124664292642745,0.10324128287972356,-0.9403030251390952,-0.6617943305238393,-0.8951712996294828,-1.1842935982878824
-0.6193354931147325,-0.3091223674110806,-3.461310096999822,-1.4271716677734345,2.2607189706699558,0.4558956538629395
0.1915232223183922,-0.20573871084685005,-3.5051607234484843,-1.5369575362638035,2.483706819945618,0.8223035259959509
-4.684336232728842,-0.7537029287571595,-1.085109556512878,0.9140973662926875,-0.22015083365771326,-1.7323603037383184
0.20908972390935268,1.413474377686087,0.11114315955509159,-0.47359993530866157,0.25879594035671566,0.6755917845103633
-2.736704613373388,-3.373980621827596,1.448144762980269,-0.8031784267192368,-0.3768703486227856,0.4541610642594038
0.7484524262568849,-2.0414118163380652,-0.8659384110629407,-0.2712072277650598,0.2768328980631922,-0.6192728269946425
0.4459506655610479,1.2213907826030066,-0.8074178988063627,0.5327405886089153,-0.04807059657221044,0.5181004110735833
1.1191590584645406,-0.5652387477413802,-0.6677161038207482,0.38924528742309855,-0.1701805160778994,0.4801597658212384
